,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
307,50,1,2.8925075626521703,9.4336843279813,1,1,2,0,3,0,1,4,2,1.5650878569588351,1.6265915283192642,1920.0,1950,2,0,1,1,0.0,1,1,2,2,3,1,5,0.0,5,0,4.226180308505542,4.226180308505542,5,2,1,1,371.0,0,6.123454907158212,0,0,1,0,3,1,0,6,0,0,2020.0,0,0,0,0,0.0,144.0,0,0,0,0,2,2,0,1.3160927019021114,2008,5,3,89500
446,20,3,3.4212132350965785,11.33230779673761,1,1,0,0,2,7,1,4,5,1.5650878569588351,1.5650878569588351,1966.0,2002,2,0,4,1,0.0,2,4,2,2,3,1,4,247.0,3,713,4.858065458595633,6.240889359698664,5,4,1,2,0.0,0,6.5917448372945975,0,0,2,1,2,1,2,5,1,5,1966.0,3,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2010,5,3,190000
712,120,3,2.514875742457269,8.267085338860365,1,3,2,0,3,3,1,3,5,1.6817847662528045,1.4953594885511643,1988.0,1989,2,0,2,1,0.0,2,4,5,3,3,2,6,767.0,5,0,4.63367025153927,5.919695938137362,5,3,1,2,0.0,0,5.919695938137362,1,0,2,0,2,1,2,6,1,5,1988.0,3,2,3,2,168.0,120.0,0,0,0,0,4,2,0,1.7782856913330884,2008,5,3,189000
334,60,3,2.7714797491592824,9.751379389604324,1,1,2,0,5,3,1,4,6,1.5650878569588351,1.4953594885511643,1998.0,1998,2,0,5,1,0.0,1,4,5,3,3,4,6,828.0,5,0,3.274721362192515,5.541507015244139,5,3,1,2,695.0,0,6.3617764814554745,1,0,2,1,3,1,1,6,2,5,1998.0,3,2,3,2,100.0,38.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,192000
97,20,3,2.9230121450312176,10.222700230369664,0,3,2,0,0,3,1,4,5,1.4142135623730951,1.4953594885511643,1965.0,1965,4,0,2,2,48.0,1,4,2,2,3,1,3,520.0,5,0,4.57997816588682,5.566318352376191,5,2,1,0,0.0,0,5.566318352376191,1,0,1,0,3,1,1,6,0,5,1965.0,3,1,3,1,120.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2007,5,3,94750
724,20,3,3.0452586097078846,10.736149216548736,1,1,2,0,0,3,1,4,5,1.7320508075688772,1.4953594885511643,2007.0,2008,4,0,4,4,340.0,3,4,5,4,3,1,6,1234.0,5,0,4.64119596655862,6.4192522929076405,5,4,1,2,0.0,0,6.4192522929076405,1,0,2,0,3,1,3,6,1,5,2007.0,3,3,3,2,327.0,64.0,0,0,0,0,4,2,0,1.1892014127135908,2009,5,3,320000
905,20,3,2.990702258667686,9.979939879578431,0,1,2,0,2,3,1,4,5,1.4953594885511643,1.4953594885511643,1954.0,1954,2,0,2,4,110.0,1,4,2,2,3,1,3,354.0,2,290,4.5053079805935585,5.7005438337056935,5,2,1,2,0.0,0,5.709964973622867,1,0,1,0,3,1,1,6,0,5,1954.0,2,1,3,2,0.0,0.0,164,0,0,0,2,2,0,1.1892014127135908,2010,5,3,128000
899,20,3,2.8394189546454753,9.144626837657183,0,1,2,0,3,2,1,4,5,1.4953594885511643,1.6265915283192642,1961.0,1994,2,0,2,1,0.0,1,4,2,2,3,1,1,465.0,5,0,4.598086558558896,5.495388976223611,5,2,1,2,0.0,0,5.929316992706664,0,0,1,0,3,1,1,6,1,5,1961.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2006,5,3,135000
102,90,3,2.8284271247461903,9.152786460963675,0,0,2,0,3,3,1,1,5,1.4953594885511643,1.4953594885511643,1979.0,1979,2,0,2,1,0.0,1,1,0,0,1,0,0,0.0,0,0,0.0,0.0,5,2,1,2,0.0,0,6.259321049442983,0,0,2,0,4,2,1,6,0,5,1979.0,1,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2009,5,4,118964
434,180,1,2.140700819825134,6.593489212852327,0,1,2,0,3,3,1,2,1,1.4142135623730951,1.6265915283192642,1972.0,1972,2,0,4,1,0.0,1,3,2,3,3,3,4,495.0,5,0,3.408665427993777,5.009970059790778,5,3,1,2,0.0,0,5.009970059790778,1,0,1,0,1,1,1,6,0,0,2020.0,0,0,0,2,88.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2008,5,3,81000
1007,160,1,2.140700819825134,6.861851062213462,0,1,2,0,3,3,1,3,6,1.4142135623730951,1.4142135623730951,1970.0,1970,2,0,4,1,0.0,1,4,2,2,3,1,1,273.0,2,273,0.0,4.833901116075917,5,2,1,2,546.0,0,5.748512851164204,0,0,1,1,3,1,1,6,0,5,1970.0,2,1,3,2,238.0,0.0,0,0,0,0,4,2,0,1.6817847662528045,2009,5,3,88000
1305,20,3,3.223709043943017,10.71324880696794,1,1,0,0,8,3,1,4,5,1.7320508075688772,1.4953594885511643,2006.0,2007,4,0,5,4,300.0,2,4,5,4,3,1,6,1572.0,5,0,2.990702258667686,6.375327442571088,5,4,1,2,0.0,0,6.375327442571088,1,0,2,0,2,1,3,6,2,5,2006.0,3,2,3,2,404.0,102.0,0,0,0,0,4,2,0,1.8211534806270449,2009,5,3,325000
834,20,3,2.942838765545948,9.420254773624757,0,1,2,0,2,3,1,4,5,1.4953594885511643,1.5650878569588351,1961.0,1961,2,0,5,2,136.0,1,4,2,2,3,1,3,572.0,5,0,4.890449877056302,5.815763062573991,5,3,1,2,0.0,0,5.815763062573991,1,0,1,0,3,1,1,6,0,5,1961.0,1,2,3,2,0.0,0.0,0,0,0,0,1,2,0,1.7320508075688772,2008,5,3,139950
1324,20,3,2.942838765545948,9.996499387285533,0,1,2,0,7,3,1,4,5,1.6817847662528045,1.4953594885511643,2006.0,2007,2,0,5,2,428.0,2,4,5,4,3,3,5,0.0,5,0,6.50902450448606,6.50902450448606,5,4,1,2,0.0,0,6.50902450448606,0,0,2,0,2,1,2,6,1,5,2007.0,2,3,3,2,0.0,49.0,0,0,0,0,4,2,0,1.1892014127135908,2007,7,5,147000
302,20,3,3.2958762112676503,10.819616444218346,1,1,0,0,6,3,1,4,5,1.6265915283192642,1.4953594885511643,2001.0,2002,2,0,5,2,150.0,2,4,5,3,3,1,5,0.0,5,0,6.265428955785869,6.265428955785869,5,4,1,2,0.0,0,6.265428955785869,0,0,2,0,3,1,2,6,1,5,2001.0,2,3,3,2,468.0,81.0,0,0,0,0,4,2,0,1.0,2006,5,3,205000
1229,80,3,2.8925075626521703,9.430705169816306,0,1,2,0,2,3,1,4,4,1.4953594885511643,1.4953594885511643,1960.0,1960,4,0,4,1,0.0,1,4,2,2,3,1,4,666.0,5,0,4.497076828340829,5.726010827792766,5,3,1,2,0.0,0,6.230577822321137,0,0,2,0,4,1,1,4,0,4,1960.0,1,1,3,2,0.0,0.0,0,0,0,0,1,2,0,1.6817847662528045,2008,5,3,127000
1191,160,4,2.213368473616628,7.171443369364357,0,1,2,0,7,3,1,2,6,1.6817847662528045,1.4953594885511643,1999.0,2000,2,0,1,2,456.0,2,4,5,3,3,1,5,0.0,5,0,5.27795414909982,5.27795414909982,5,4,1,2,677.0,0,6.161209296883202,0,0,2,1,2,1,2,6,0,2,1999.0,1,2,3,2,206.0,0.0,0,0,0,0,4,2,0,1.8211534806270449,2007,5,3,174000
388,20,3,3.105430726968483,9.841783374978338,1,1,4,0,6,3,1,4,5,1.6265915283192642,1.4953594885511643,1999.0,2000,2,0,5,2,125.0,2,4,5,3,3,1,5,0.0,5,0,6.189870757939942,6.189870757939942,5,4,1,2,0.0,0,6.201435317730888,0,0,2,0,3,1,2,6,0,5,1999.0,2,2,3,2,120.0,25.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,191000
235,160,1,2.140700819825134,6.402171506606178,0,1,2,0,3,3,1,3,6,1.5650878569588351,1.3160927019021114,1971.0,1971,2,0,2,2,604.0,1,4,2,2,3,1,4,358.0,5,0,3.3436955603044964,4.687995307164886,5,2,1,2,504.0,0,5.605051293253256,0,0,1,1,2,1,1,6,0,2,1971.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.6817847662528045,2008,5,3,89500
1212,30,3,2.6591540008055192,9.830752768735463,0,1,2,0,0,3,1,4,5,1.4142135623730951,1.5650878569588351,1941.0,1950,4,0,1,1,0.0,1,4,2,2,3,1,3,344.0,5,0,4.255678559289929,5.0914634438440185,5,2,1,2,0.0,0,5.0914634438440185,1,0,1,0,2,1,1,6,0,5,1941.0,1,1,3,0,0.0,113.0,0,0,0,0,4,2,0,1.6817847662528045,2009,5,3,113000
267,75,3,2.7831636674834628,9.573478991463864,0,0,2,1,3,3,1,4,7,1.4953594885511643,1.6817847662528045,1939.0,1997,2,0,0,1,0.0,1,4,5,2,3,1,2,378.0,5,0,4.300372076925438,5.1800386098947175,5,4,1,2,720.0,420,6.842426470193157,0,0,2,1,4,1,2,6,1,2,1939.0,1,1,3,2,262.0,24.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,179500
305,20,3,2.990702258667686,10.095132490462916,0,1,2,0,6,3,1,4,5,1.6817847662528045,1.4953594885511643,2004.0,2005,2,0,4,4,246.0,2,4,5,3,3,1,6,1464.0,5,0,4.811621348360656,6.687406074106761,5,4,1,2,0.0,0,6.687406074106761,1,0,2,0,3,1,2,6,0,5,2004.0,3,3,3,2,168.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2007,5,3,305900
117,20,3,2.932967780252623,9.611997711194068,0,1,0,0,0,3,1,4,5,1.4953594885511643,1.4953594885511643,2006.0,2007,2,0,5,1,0.0,1,4,5,3,3,1,5,0.0,5,0,5.7914592288990505,5.7914592288990505,5,3,1,2,0.0,0,5.7914592288990505,0,0,1,1,2,1,1,6,0,5,2007.0,1,2,3,2,80.0,64.0,0,0,0,0,4,2,0,1.4142135623730951,2007,7,5,155000
1179,20,3,2.962262648719725,9.55490449978439,0,1,0,0,0,3,1,4,5,1.4953594885511643,1.4953594885511643,1954.0,1954,2,0,0,1,0.0,1,4,0,0,1,0,0,0.0,0,0,0.0,0.0,5,3,1,2,0.0,0,5.79017270899582,0,0,1,0,3,1,1,2,1,0,2020.0,0,0,0,0,0.0,36.0,190,0,0,0,4,2,0,1.4142135623730951,2006,5,3,93000
673,20,3,3.2385336187848965,10.962431299670708,0,1,2,0,3,3,1,4,5,1.5650878569588351,1.6265915283192642,1957.0,2004,4,0,4,2,106.0,1,4,5,2,3,1,6,1186.0,5,0,4.130217911926682,6.199338674407134,5,4,1,2,0.0,0,6.548557092978575,1,0,2,0,3,1,2,6,2,5,1957.0,3,2,3,2,0.0,87.0,0,0,200,0,4,2,0,1.5650878569588351,2007,5,3,257500
249,50,3,2.8925075626521703,12.424624742824225,3,2,4,2,3,3,1,4,2,1.5650878569588351,1.6265915283192642,1958.0,2006,2,0,0,0,472.0,2,4,2,3,3,4,3,697.0,5,0,5.227934582605257,6.164414002968977,5,3,1,2,700.0,0,6.80465281994607,0,1,2,0,4,1,2,6,2,5,1958.0,3,2,3,2,0.0,98.0,0,0,0,0,4,1,500,1.5650878569588351,2007,5,3,277000
1065,60,3,2.990702258667686,10.877573258774222,0,1,2,1,3,3,1,4,6,1.6265915283192642,1.4953594885511643,1996.0,1997,2,0,0,1,0.0,2,4,5,4,3,4,6,1201.0,5,0,3.2010935631436954,6.011538904473629,5,4,1,2,954.0,0,6.894889411730981,1,0,2,1,3,1,2,6,0,5,1996.0,2,2,3,2,296.0,44.0,0,0,0,0,4,2,0,1.4142135623730951,2010,5,3,328000
1052,60,3,3.1622776601683795,9.872583248572788,0,1,0,0,2,0,1,4,6,1.5650878569588351,1.5650878569588351,1964.0,1978,2,0,5,0,272.0,1,4,2,2,3,1,3,442.0,5,0,4.397624358673669,5.344688952595837,5,2,1,2,850.0,0,6.6680956801773625,0,1,1,1,4,1,1,6,1,5,1964.0,2,2,3,2,0.0,52.0,0,0,0,0,3,2,0,1.5650878569588351,2007,5,3,165000
71,20,3,2.8821172772807144,9.336605378830145,0,1,0,0,3,3,1,4,5,1.4142135623730951,1.5650878569588351,1982.0,2006,2,0,2,1,0.0,1,4,2,2,3,1,4,565.0,5,0,4.0906234243694435,5.391558216322996,5,2,1,2,0.0,0,5.391558216322996,1,0,1,0,2,1,1,6,0,2,1987.0,1,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2007,5,3,129500
94,60,3,2.8821172772807144,9.829964394645588,1,1,2,0,6,3,1,4,6,1.5650878569588351,1.4953594885511643,1997.0,1997,2,0,5,1,0.0,1,3,5,3,3,1,6,648.0,5,0,3.642320688791694,5.357742061727123,5,4,1,2,881.0,0,6.500853790080192,1,0,2,1,3,1,2,6,0,5,1997.0,2,2,3,2,0.0,162.0,0,0,0,0,4,2,0,1.4953594885511643,2007,5,3,204750
1440,70,3,2.981308437582398,10.361428472947157,1,0,2,1,3,3,1,4,7,1.5650878569588351,1.6265915283192642,1922.0,1994,2,0,1,1,0.0,1,4,1,4,3,1,5,0.0,5,0,4.924296904127532,4.924296904127532,5,1,1,2,748.0,384,7.109641341164827,0,0,2,0,3,1,1,3,1,2,1993.0,3,2,3,2,431.0,0.0,0,0,0,0,4,2,0,1.7320508075688772,2008,5,3,191000
33,20,3,2.8925075626521703,10.135230633784314,1,1,2,0,2,3,1,4,5,1.4953594885511643,1.4953594885511643,1959.0,1959,4,0,4,1,0.0,1,4,2,2,3,1,3,1018.0,5,0,4.415155716393251,6.114719944527304,5,3,1,2,0.0,0,6.4211447577515335,0,1,1,1,4,1,2,6,1,5,1959.0,2,2,3,2,0.0,38.0,0,0,0,0,4,2,0,1.4142135623730951,2010,5,3,165500
1167,60,3,2.759673893778031,10.206512626749648,1,1,2,0,5,6,1,4,6,1.5650878569588351,1.4953594885511643,2000.0,2000,2,0,5,1,0.0,1,4,5,3,3,1,6,786.0,5,0,3.626692708239837,5.564862981242215,5,4,1,2,712.0,0,6.3935827201968705,1,0,2,1,3,1,1,6,1,5,2000.0,3,2,3,2,0.0,38.0,0,0,0,0,4,2,0,1.1892014127135908,2006,5,3,173000
448,50,1,2.6591540008055192,9.629963655175445,0,0,2,0,3,3,1,4,2,1.5650878569588351,1.5650878569588351,1937.0,1950,2,0,1,1,0.0,1,4,1,2,3,1,5,0.0,5,0,5.28474218860296,5.28474218860296,5,2,1,2,596.0,0,6.090525428893636,0,0,2,0,3,1,1,6,1,2,1937.0,1,1,3,0,0.0,0.0,0,0,0,0,4,2,0,1.5650878569588351,2006,5,3,119500
445,20,3,2.9230121450312176,9.963553582934152,0,1,0,0,0,3,1,4,5,1.5650878569588351,1.4953594885511643,1956.0,1956,4,0,0,1,0.0,1,4,2,2,3,1,5,0.0,5,0,6.15585899773541,6.15585899773541,5,1,1,2,0.0,0,6.410725387972878,0,0,1,0,3,1,1,6,1,5,1956.0,1,2,3,2,0.0,0.0,0,0,0,0,2,2,0,1.8211534806270449,2009,2,3,127500
716,70,1,2.7831636674834628,10.194263092543766,0,0,2,0,1,3,1,4,6,1.6265915283192642,1.6817847662528045,1890.0,1998,2,0,0,1,0.0,1,3,1,2,3,1,5,0.0,5,0,5.176436998554121,5.176436998554121,5,4,1,2,978.0,0,7.108945069417825,0,0,1,1,3,1,1,6,0,2,1996.0,1,2,3,1,0.0,48.0,143,0,0,0,4,2,0,1.6265915283192642,2007,5,3,159500
844,50,1,3.1622776601683795,10.608435322892817,1,1,2,0,1,0,1,4,2,1.4953594885511643,1.6817847662528045,1915.0,1950,2,0,0,1,0.0,1,4,1,2,3,2,5,0.0,5,0,5.44034006290048,5.44034006290048,5,3,1,2,540.0,0,6.134313327504555,0,0,1,1,4,1,1,6,1,2,1949.0,1,3,3,2,418.0,0.0,194,0,0,0,4,2,0,1.5650878569588351,2008,5,3,153900
1112,20,3,2.9230121450312176,9.179406298884476,1,1,0,0,2,3,1,4,5,1.4953594885511643,1.6265915283192642,1957.0,1957,2,0,4,1,0.0,1,4,2,2,3,1,6,708.0,5,0,3.223709043943017,5.344688952595837,5,2,1,1,0.0,0,5.344688952595837,1,0,1,0,2,1,1,6,0,2,1957.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2006,5,3,129900
858,20,3,2.990702258667686,10.098534547150887,0,1,2,0,4,3,1,4,5,1.6265915283192642,1.4953594885511643,1976.0,1976,2,0,2,2,189.0,1,4,2,3,3,1,5,0.0,5,0,5.7458767825284935,5.7458767825284935,5,2,1,2,0.0,0,6.083872122258981,0,0,2,0,3,1,1,6,1,5,1976.0,2,2,3,2,0.0,0.0,0,0,0,0,2,2,0,1.5650878569588351,2009,5,2,152000
997,20,3,2.8925075626521703,10.404090541705221,1,1,2,0,4,7,1,4,5,1.5650878569588351,1.5650878569588351,1970.0,1970,4,0,2,2,571.0,1,4,2,2,3,1,5,0.0,5,0,6.1622804220515635,6.1622804220515635,5,2,1,2,0.0,0,6.1622804220515635,0,0,2,0,2,1,1,6,1,5,1970.0,2,2,3,2,371.0,0.0,0,0,0,0,4,2,0,1.1892014127135908,2009,5,3,185000
77,50,1,2.6591540008055192,9.639745847272117,0,1,2,0,3,3,1,4,2,1.4953594885511643,1.4953594885511643,1948.0,2001,2,0,0,1,0.0,1,4,2,2,3,1,1,336.0,4,41,4.14434554543899,5.0914634438440185,5,2,1,2,213.0,0,5.98722807315706,1,0,1,0,2,1,1,3,0,2,1948.0,1,1,3,2,0.0,0.0,0,0,0,0,2,2,0,1.0,2008,5,3,127000
84,80,3,2.8925075626521703,9.610306967001627,1,1,2,0,5,3,1,4,4,1.6265915283192642,1.4953594885511643,1995.0,1996,2,0,2,2,22.0,1,4,5,3,3,1,5,0.0,5,0,4.426725652217449,4.426725652217449,5,3,1,2,670.0,0,6.196184309718361,0,0,2,1,3,1,1,6,1,6,1995.0,3,2,3,2,120.0,72.0,0,0,0,0,4,1,700,1.4953594885511643,2009,5,3,168500
792,60,3,3.097046980592965,9.979939879578431,1,1,4,0,3,3,1,4,6,1.6265915283192642,1.4953594885511643,1996.0,1997,2,0,1,1,0.0,2,4,5,3,3,3,6,862.0,5,0,3.9960855846690766,5.781133106926358,5,4,1,2,886.0,0,6.698246039076201,1,0,2,1,3,1,1,6,1,5,1997.0,1,2,3,2,180.0,130.0,0,0,0,0,4,2,0,1.5650878569588351,2007,5,3,269790
82,20,3,2.9718344503016985,10.051104416928519,0,1,2,0,7,3,1,4,5,1.6817847662528045,1.4953594885511643,2007.0,2007,2,0,5,4,468.0,1,4,5,3,3,1,6,33.0,5,0,6.254214578985917,6.2876704748261085,5,4,1,2,0.0,0,6.2876704748261085,0,0,2,0,3,1,2,6,1,5,2007.0,2,3,3,2,144.0,99.0,0,0,0,0,4,2,0,1.7782856913330884,2008,5,3,245000
457,20,3,2.8925075626521703,12.424624742824225,1,2,4,1,3,3,1,4,5,1.4142135623730951,1.5650878569588351,1954.0,1994,3,1,3,1,0.0,1,4,2,3,3,4,1,1116.0,5,0,3.9683749822817904,6.07720330415233,5,4,1,2,0.0,0,6.385914186708118,1,0,1,0,2,1,2,3,2,5,1954.0,3,2,3,2,224.0,137.0,0,0,0,0,4,2,0,1.3160927019021114,2008,5,3,256000
970,50,3,2.7831636674834628,10.194263092543766,0,1,2,0,2,3,1,4,2,1.4142135623730951,1.4142135623730951,1949.0,1950,2,0,4,1,0.0,1,4,2,2,3,1,5,0.0,5,0,5.1800386098947175,5.1800386098947175,5,2,0,1,472.0,0,5.875831856001327,0,0,1,1,4,1,1,6,0,0,2020.0,0,0,0,2,0.0,0.0,0,0,0,0,4,2,0,1.861209284309532,2006,5,1,135000
676,70,1,2.7831636674834628,9.898464527390097,0,1,2,0,1,3,1,4,6,1.4142135623730951,1.1892014127135908,1900.0,1950,2,0,4,1,0.0,1,4,1,2,2,1,5,0.0,5,0,5.7524603431922925,5.7524603431922925,4,1,0,2,679.0,0,6.489907549418558,1,0,2,0,4,2,1,2,0,3,1920.0,1,3,1,0,0.0,0.0,90,0,0,0,4,2,0,1.4953594885511643,2006,5,3,87000
938,60,3,2.9230121450312176,9.674445720556813,0,1,2,0,6,3,1,4,6,1.6265915283192642,1.4953594885511643,2006.0,2006,2,0,5,1,0.0,2,4,5,3,4,2,6,464.0,5,0,5.517852843271557,6.1070532992598,5,4,1,2,571.0,0,6.6554113321416875,0,0,2,1,3,1,2,6,0,5,2006.0,2,3,3,2,0.0,90.0,0,0,0,0,4,2,0,1.6817847662528045,2006,7,5,239799
1050,20,3,2.9230121450312176,9.738141506468263,1,1,2,0,5,3,1,4,5,1.6265915283192642,1.4953594885511643,2007.0,2007,2,0,5,1,0.0,2,4,5,3,3,3,5,0.0,5,0,6.0069293320298005,6.0069293320298005,5,4,1,2,0.0,0,6.0069293320298005,0,0,2,0,3,1,2,6,0,5,2007.0,3,2,3,2,0.0,22.0,0,0,0,0,4,2,0,1.6817847662528045,2007,7,5,176485
436,50,1,2.514875742457269,8.144476655992085,0,1,2,0,1,3,1,4,2,1.5650878569588351,1.6817847662528045,1920.0,1950,2,0,4,1,0.0,1,4,1,1,3,1,5,0.0,5,0,5.045374118933104,5.045374118933104,5,2,1,1,384.0,0,5.782430284923461,0,0,1,0,2,1,1,6,0,2,1990.0,1,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.7782856913330884,2006,5,3,116000
644,20,4,3.036362955906293,9.79024003791531,0,1,2,0,7,3,1,4,5,1.7320508075688772,1.4953594885511643,2009.0,2009,2,0,4,4,162.0,3,4,5,4,3,2,6,1121.0,5,0,5.039533708588524,6.482576648216356,5,4,1,2,0.0,0,6.482576648216356,1,0,2,1,2,1,3,6,1,5,2009.0,3,3,3,2,195.0,130.0,0,0,0,0,4,2,0,1.7782856913330884,2009,7,5,370878
780,20,3,2.817321422912196,9.420254773624757,0,1,2,0,5,3,1,4,5,1.6265915283192642,1.4953594885511643,1995.0,1996,2,0,2,2,38.0,1,4,5,3,4,1,5,0.0,5,0,5.930514311592207,5.930514311592207,5,3,1,2,0.0,0,5.9495966249822345,0,0,2,0,3,1,1,6,1,5,1995.0,3,2,3,2,220.0,21.0,0,0,0,0,4,2,0,1.5650878569588351,2007,5,3,176000
862,20,3,3.0,9.916970303474749,0,1,0,0,3,3,1,4,5,1.5650878569588351,1.4953594885511643,1984.0,1985,4,0,2,1,0.0,1,4,5,3,3,1,6,338.0,5,0,5.147358545895166,5.678820300027112,5,2,1,2,0.0,0,5.7550847083253265,0,0,2,0,3,1,1,6,0,5,1986.0,1,2,3,2,0.0,0.0,0,0,0,0,3,2,0,1.4953594885511643,2010,5,3,152000
1357,20,3,2.8925075626521703,10.581526354926305,1,1,4,0,2,3,1,4,5,1.4953594885511643,1.5650878569588351,1971.0,2008,2,0,5,1,0.0,1,4,2,2,3,1,6,734.0,5,0,4.306646026782326,5.73,5,4,1,2,0.0,0,5.73,1,0,1,1,3,1,1,6,1,5,1971.0,3,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.4142135623730951,2010,5,3,149900
404,60,3,2.8925075626521703,10.08978195998308,1,1,2,0,5,3,1,4,6,1.5650878569588351,1.4953594885511643,1995.0,1996,2,0,1,1,0.0,1,4,5,3,3,1,5,0.0,5,0,5.328236105879694,5.328236105879694,5,3,1,2,766.0,0,6.296705487792803,0,0,2,1,3,1,1,6,1,6,1995.0,3,2,3,2,0.0,40.0,0,0,0,0,4,2,0,1.4953594885511643,2007,5,3,168000
1270,40,3,2.8925075626521703,12.393812972608549,0,2,2,2,3,3,1,4,5,1.6265915283192642,1.5650878569588351,1979.0,1979,5,1,3,1,0.0,2,4,5,3,3,4,6,1258.0,5,0,2.932967780252623,6.041241594242032,5,2,1,2,192.0,0,6.248071702533512,2,0,0,1,0,1,2,6,1,5,1979.0,3,2,3,2,268.0,0.0,0,0,0,0,4,2,0,1.4142135623730951,2010,5,3,260000
941,60,3,2.8925075626521703,9.673065698112463,1,1,1,0,5,4,1,4,6,1.6265915283192642,1.4953594885511643,1999.0,1999,2,0,5,2,298.0,2,4,5,3,3,1,4,772.0,5,0,3.8512854996741024,5.612129720524997,5,4,1,2,1038.0,0,6.7370023007269335,1,0,2,1,3,1,2,6,1,6,1999.0,2,2,3,2,0.0,0.0,0,168,0,0,3,2,0,1.5650878569588351,2009,5,3,214000
944,20,3,2.8925075626521703,10.949694059652991,1,1,4,0,3,3,1,4,4,1.5650878569588351,1.5650878569588351,1958.0,1958,2,0,2,2,541.0,1,4,2,2,3,1,6,111.0,3,354,4.337614551801487,5.349598115746639,5,3,1,1,0.0,0,6.054799748959497,0,1,1,0,3,1,2,6,1,4,1958.0,2,2,3,2,0.0,118.0,0,0,233,0,4,2,0,1.0,2009,2,1,137500
104,50,1,2.8925075626521703,9.385067927298131,0,1,0,0,3,3,1,4,2,1.6265915283192642,1.4142135623730951,1931.0,1950,2,0,4,2,600.0,1,1,5,2,3,1,2,224.0,5,0,5.344688952595837,5.678820300027112,5,4,1,0,592.0,0,6.529777944157058,0,0,1,1,4,1,1,6,2,2,1951.0,1,1,3,2,0.0,0.0,0,0,184,0,4,2,0,1.5650878569588351,2007,5,3,169500
609,20,3,2.7946735050806923,9.440524349844132,0,1,2,0,3,2,1,4,5,1.4142135623730951,1.4953594885511643,1961.0,1961,2,0,5,0,192.0,1,1,2,2,3,2,3,903.0,5,0,3.3503731135501917,5.663744344512737,5,3,1,2,0.0,0,5.663744344512737,1,0,1,0,3,1,1,6,0,5,1961.0,1,1,3,2,64.0,0.0,39,0,0,0,4,2,0,1.4142135623730951,2007,5,3,118500
1068,160,1,2.545721901543843,7.934752674154375,0,1,2,0,3,3,1,3,6,1.5650878569588351,1.4142135623730951,1973.0,1973,2,0,4,1,0.0,1,4,2,3,3,1,4,837.0,5,0,3.2010935631436954,5.540036100965408,5,3,1,2,1230.0,0,7.08587327010581,1,0,2,1,5,1,1,4,1,5,1973.0,3,2,3,2,682.0,20.0,0,0,0,0,3,2,0,1.5650878569588351,2006,5,3,151400
993,60,3,2.8716197519866733,9.69810290727006,0,1,2,0,6,3,1,4,6,1.5650878569588351,1.4953594885511643,2005.0,2006,2,0,5,1,0.0,1,4,5,3,3,1,5,0.0,5,0,5.233173033638387,5.233173033638387,5,4,1,2,750.0,0,6.223327084446068,0,0,2,1,3,1,2,6,0,5,2005.0,2,2,3,2,0.0,35.0,0,0,0,0,4,2,0,1.6817847662528045,2006,7,5,173900
888,20,3,3.1219865470562165,11.22302543880214,1,1,2,1,2,3,1,4,5,1.6817847662528045,1.5650878569588351,1970.0,1970,3,1,0,1,0.0,2,3,5,2,4,4,4,351.0,3,823,5.682912985432735,6.861851062213462,5,4,1,2,0.0,0,6.861851062213462,1,0,2,0,4,1,2,6,1,5,1970.0,1,2,3,2,81.0,207.0,0,0,224,0,4,2,0,1.7782856913330884,2007,5,3,268000
