,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SalePrice
139,60,191219.46744791663,2.8394115144336776,11.14457039400383,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,201224.0693069307,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.565084580073287,1.4953487812212205,1997.0,1997,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,146471.11202635913,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,166000.2738654147,231865.73591549296,821.0,184477.71495877503,0,3.2162214526970314,5.519338042143789,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,836.0,0,6.4807406984078595,1,0,2,1,3,1,212431.68905472642,183480.255506608,0,142483.43254817987,202696.47478260868,1997.0,204562.85409252672,2,187301.235763098,186411.6782122905,276.0,99.0,0,0,0,0,149137.7358490566,181830.58785942488,0,1.6817928305074292,2009,173778.14185228606,231500
1276,60,191219.46744791663,2.892507608519078,10.664733361172395,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,223246.9014084507,179568.78741865512,189225.58823529413,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.565084580073287,1.565084580073287,1972.0,1972,171923.2621870883,180259.57544224765,159823.78523489932,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,205993.27272727274,166000.2738654147,149709.31372549018,593.0,184477.71495877503,0,3.3766483753851806,5.185427592735,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,660.0,0,6.111439993484857,0,1,1,1,3,1,141800.96090534976,183480.255506608,1,205639.79047619048,202696.47478260868,1972.0,143573.32425742573,2,187301.235763098,186411.6782122905,294.0,116.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.8612097182041991,2009,173778.14185228606,162000
1081,20,191219.46744791663,2.942830956382712,9.306048591020996,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,182502.6222826087,141937.92727272728,181190.67801857585,186037.23464373464,178015.57407407407,1.4953487812212205,1.4953487812212205,1963.0,1963,171923.2621870883,180259.57544224765,159823.78523489932,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,161142.61744966442,824.0,184477.71495877503,0,3.833658625477635,5.678823028867356,182096.16666666663,129273.1081081081,186966.7281767956,186559.38169642852,0.0,0,5.678823028867356,1,0,1,1,3,1,141800.96090534976,183480.255506608,0,142483.43254817987,202696.47478260868,1963.0,234427.02916666676,1,187301.235763098,186411.6782122905,0.0,0.0,220,0,0,0,149137.7358490566,181830.58785942488,0,1.565084580073287,2010,173778.14185228606,133000
224,20,191219.46744791663,3.1857325005549697,10.773529831414368,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,310738.78,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.7782794100389228,1.4953487812212205,2003.0,2003,216729.317948718,180259.57544224765,212076.3323943662,201362.6993670886,922.0,349302.6176470588,184761.9463243874,222463.08755760366,315776.0975609756,184416.5011441648,249180.9255319149,231865.73591549296,56.0,184477.71495877503,0,6.952135203977141,6.9934309921918825,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.9934309921918825,0,0,2,0,3,1,325699.4333333333,183480.255506608,1,323417.64705882355,202696.47478260868,2003.0,234427.02916666676,3,187301.235763098,186411.6782122905,248.0,105.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2009,173778.14185228606,386250
1063,30,127539.625,2.6591479484724942,8.801117367933934,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,132457.9125,136148.57142857142,181190.67801857585,186037.23464373464,178015.57407407407,1.565084580073287,1.565084580073287,1925.0,1980,171923.2621870883,180259.57544224765,151124.32413793102,157185.94086021505,0.0,146471.11202635913,165718.2474226804,136109.71,142223.52927400472,184416.5011441648,166000.2738654147,149709.31372549018,397.0,184477.71495877503,0,5.154673657097299,5.7629370819774905,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,0.0,0,5.7629370819774905,0,0,1,0,2,1,212431.68905472642,183480.255506608,1,226874.8104838709,136812.6679245283,1976.0,143573.32425742573,2,187301.235763098,186411.6782122905,166.0,120.0,0,0,0,0,149137.7358490566,181830.58785942488,0,1.626576561697786,2006,173778.14185228606,110500
409,60,214088.1463414634,3.0363702767108114,10.194265469082735,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,221914.11111111112,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.6817928305074292,1.4953487812212205,2007.0,2008,171923.2621870883,180259.57544224765,212076.3323943662,260926.1555555556,100.0,230358.9235474006,184761.9463243874,222463.08755760366,315776.0975609756,184416.5011441648,166000.2738654147,231865.73591549296,789.0,184477.71495877503,0,3.9563209984148817,5.670614638787145,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,1028.0,0,6.751672776443327,1,0,2,1,3,1,325699.4333333333,183480.255506608,1,226874.8104838709,202696.47478260868,2008.0,234427.02916666676,3,187301.235763098,186411.6782122905,0.0,102.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.4142135623730951,2008,271289.0240963855,339750
325,45,127539.625,2.6591479484724942,8.408964152537145,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,137711.11111111112,181190.67801857585,186037.23464373464,110490.0,1.4953487812212205,1.565084580073287,1941.0,1950,171923.2621870883,180259.57544224765,151124.32413793102,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,208313.9862068965,149709.31372549018,116.0,184477.71495877503,0,4.957460181876302,5.1800401282227035,182096.16666666663,87000.0,107657.98630136986,111066.80769230767,0.0,0,5.323274803221182,0,0,1,0,2,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1941.0,143573.32425742573,2,187301.235763098,186411.6782122905,0.0,0.0,244,0,0,0,187826.30495552733,181830.58785942488,0,1.8612097182041991,2007,173778.14185228606,87000
299,20,191219.46744791663,2.9906975624424414,10.877573059372773,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.565084580073287,1.6817928305074292,1950.0,2004,171923.2621870883,180259.57544224765,159823.78523489932,157185.94086021505,0.0,146471.11202635913,165718.2474226804,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,5.748514876358643,5.748514876358643,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,5.825901260487881,0,1,1,0,3,1,212431.68905472642,183480.255506608,1,226874.8104838709,202696.47478260868,1950.0,143573.32425742573,1,187301.235763098,186411.6782122905,0.0,36.0,0,0,0,0,184060.0,181830.58785942488,0,1.6817928305074292,2009,173778.14185228606,158500
1242,85,191219.46744791663,3.0363702767108114,10.152715924344653,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,189225.58823529413,185039.5707491082,181190.67801857585,186037.23464373464,138493.33333333337,1.626576561697786,1.565084580073287,1974.0,1974,171923.2621870883,180259.57544224765,179982.92424242425,201362.6993670886,81.0,146471.11202635913,184761.9463243874,151961.42344497607,203013.7451923077,184416.5011441648,249180.9255319149,231865.73591549296,885.0,162298.2142857143,168,0.0,5.696486766347825,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,5.852272001461262,1,0,2,0,3,1,212431.68905472642,183480.255506608,2,205639.79047619048,202696.47478260868,1974.0,204562.85409252672,2,187301.235763098,186411.6782122905,0.0,120.0,0,0,0,0,149137.7358490566,181830.58785942488,0,1.0,2010,173778.14185228606,170000
705,190,127539.625,2.892507608519078,8.650615454144221,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,126113.04347826086,205302.8151815181,1.4142135623730951,1.4953487812212205,1930.0,1950,216729.317948718,180259.57544224765,212076.3323943662,157185.94086021505,0.0,95230.0,109179.23809523806,107450.94444444444,104846.68,104846.68,104846.68,104846.68,0.0,104846.68,0,0.0,0.0,182096.16666666663,129273.1081081081,107657.98630136986,186559.38169642852,720.0,0,5.748514876358643,0,0,2,0,3,2,106971.66666666669,181400.0,0,142483.43254817987,100295.28301886794,2020.0,100295.28301886794,0,100295.28301886794,116039.03225806453,0.0,0.0,0,0,0,0,187826.30495552733,55000.0,3500,1.626576561697786,2010,173778.14185228606,55000
1235,70,191219.46744791663,3.130169160146574,10.704902559398397,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.4953487812212205,1.4953487812212205,1914.0,1950,171923.2621870883,180259.57544224765,144906.38129496406,157185.94086021505,0.0,146471.11202635913,184761.9463243874,136109.71,203013.7451923077,184416.5011441648,196533.9333333333,172998.59363957596,0.0,184477.71495877503,0,5.227934653133387,5.227934653133387,182096.16666666663,155937.13664596275,186966.7281767956,111066.80769230767,892.0,0,6.4990325559952185,0,0,1,1,4,1,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1914.0,143573.32425742573,1,125502.71875,116039.03225806453,203.0,40.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2006,173778.14185228606,138887
1355,80,191219.46744791663,3.1779718278112656,10.047658220351233,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,189225.58823529413,185039.5707491082,181190.67801857585,186037.23464373464,167769.77272727276,1.626576561697786,1.565084580073287,1968.0,1992,171923.2621870883,180259.57544224765,151124.32413793102,201362.6993670886,143.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,4.886171586490455,4.886171586490455,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,698.0,0,6.619501839293746,0,0,3,0,4,1,212431.68905472642,183480.255506608,1,205639.79047619048,202696.47478260868,1968.0,204562.85409252672,2,187301.235763098,186411.6782122905,0.0,98.0,0,0,0,0,184060.0,181830.58785942488,0,1.7320508075688772,2006,173778.14185228606,170000
903,20,191219.46744791663,2.6591479484724942,11.040719991171782,181064.89435897442,201999.27272727274,256244.8620689655,181091.52712384853,223246.9014084507,179568.78741865512,199134.64,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.626576561697786,1.4953487812212205,2006.0,2006,216729.317948718,180259.57544224765,212076.3323943662,201362.6993670886,27.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,6.392623364738853,6.392623364738853,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.392623364738853,0,0,2,0,3,1,212431.68905472642,183480.255506608,1,226874.8104838709,202696.47478260868,2006.0,204562.85409252672,3,187301.235763098,186411.6782122905,144.0,60.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.6817928305074292,2006,271289.0240963855,240000
829,160,214088.1463414634,2.213363839400643,7.101977249447788,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,221914.11111111112,185039.5707491082,181190.67801857585,132820.6896551724,205302.8151815181,1.626576561697786,1.4953487812212205,2005.0,2005,171923.2621870883,180259.57544224765,151124.32413793102,157185.94086021505,0.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,4.949232003839764,4.949232003839764,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,623.0,80,5.913663576844004,0,0,2,1,2,1,212431.68905472642,183480.255506608,0,142483.43254817987,136812.6679245283,2005.0,204562.85409252672,2,187301.235763098,186411.6782122905,0.0,166.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2006,173778.14185228606,147400
503,20,191219.46744791663,3.1622776601683795,11.176223249338708,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.626576561697786,1.6817928305074292,1959.0,1997,171923.2621870883,180259.57544224765,193783.81451612906,157185.94086021505,0.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,161142.61744966442,1247.0,184477.71495877503,0,3.992164506944726,6.224366735308986,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,6.5144600964198025,1,0,2,0,1,1,141800.96090534976,183480.255506608,2,205639.79047619048,202696.47478260868,1959.0,234427.02916666676,2,187301.235763098,186411.6782122905,0.0,54.0,0,0,161,0,138916.25,181830.58785942488,0,1.3160740129524924,2010,173778.14185228606,289000
1336,90,191219.46744791663,3.0540758099773515,9.805922855599313,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,189225.58823529413,141937.92727272728,181190.67801857585,132696.5294117647,178015.57407407407,1.4953487812212205,1.4953487812212205,1973.0,1973,171923.2621870883,180259.57544224765,179982.92424242425,201362.6993670886,564.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,6.379183325375719,6.379183325375719,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,6.379183325375719,0,0,2,0,4,2,141800.96090534976,183480.255506608,0,142483.43254817987,136812.6679245283,1973.0,143573.32425742573,2,187301.235763098,186411.6782122905,0.0,211.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.821160286837872,2008,173778.14185228606,135000
3,70,191219.46744791663,2.783157683713741,9.885550132818118,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.626576561697786,1.4953487812212205,1915.0,1970,171923.2621870883,180259.57544224765,144906.38129496406,157185.94086021505,0.0,146471.11202635913,184761.9463243874,136109.71,142223.52927400472,205993.27272727274,166000.2738654147,161142.61744966442,216.0,184477.71495877503,0,4.82057051366791,5.243610795028083,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,756.0,0,6.437134355456729,1,0,1,0,3,1,212431.68905472642,183480.255506608,1,226874.8104838709,136812.6679245283,1998.0,143573.32425742573,3,187301.235763098,186411.6782122905,0.0,35.0,272,0,0,0,187826.30495552733,181830.58785942488,0,1.189207115002721,2006,173778.14185228606,140000
1313,60,191219.46744791663,3.2237097954706257,11.024896566021805,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.7320508075688772,1.4953487812212205,1999.0,1999,171923.2621870883,180259.57544224765,212076.3323943662,201362.6993670886,165.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,6.109248334536995,6.109248334536995,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,1177.0,0,7.140055208898847,0,0,2,1,4,1,212431.68905472642,183480.255506608,1,205639.79047619048,251911.1612903225,1999.0,234427.02916666676,3,187301.235763098,186411.6782122905,668.0,30.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.4953487812212205,2010,173778.14185228606,333168
467,70,191219.46744791663,2.981307501301332,9.867385244182202,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,148104.59731543626,136148.57142857142,181190.67801857585,186037.23464373464,205302.8151815181,1.4953487812212205,1.626576561697786,1942.0,1995,171923.2621870883,180259.57544224765,151124.32413793102,260926.1555555556,224.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,150640.38461538462,386.0,184477.71495877503,0,4.300376961256643,5.194369560058668,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,756.0,0,6.367595296925409,0,0,1,1,3,1,212431.68905472642,183480.255506608,2,226874.8104838709,202696.47478260868,1942.0,143573.32425742573,1,187301.235763098,186411.6782122905,168.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2007,173778.14185228606,146500
321,60,191219.46744791663,3.1543421455299043,10.487871778942397,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,310738.78,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.6817928305074292,1.4953487812212205,2004.0,2004,171923.2621870883,180259.57544224765,212076.3323943662,201362.6993670886,388.0,230358.9235474006,184761.9463243874,222463.08755760366,315776.0975609756,184416.5011441648,208313.9862068965,231865.73591549296,970.0,184477.71495877503,0,3.589442676339201,5.805566216374199,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,1332.0,0,7.048330965093572,1,0,2,1,4,1,212431.68905472642,183480.255506608,1,226874.8104838709,251911.1612903225,2004.0,234427.02916666676,3,187301.235763098,186411.6782122905,184.0,154.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2007,173778.14185228606,354000
5,50,191219.46744791663,3.0363702767108114,10.899842451849723,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,143308.78787878787,1.4953487812212205,1.4953487812212205,1993.0,1995,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,146471.11202635913,184761.9463243874,185666.66666666663,203013.7451923077,184416.5011441648,166000.2738654147,231865.73591549296,732.0,184477.71495877503,0,2.8284271247461903,5.3116355258368175,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,566.0,0,6.0749719484530855,1,0,1,1,1,1,141800.96090534976,183480.255506608,0,142483.43254817987,202696.47478260868,1993.0,143573.32425742573,2,187301.235763098,186411.6782122905,40.0,30.0,0,320,0,0,149137.7358490566,161944.44444444447,700,1.7782794100389228,2009,173778.14185228606,143000
1239,20,191219.46744791663,2.8284271247461903,9.750032662220606,181064.89435897442,201999.27272727274,256244.8620689655,181091.52712384853,178819.05726872245,179568.78741865512,182502.6222826087,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.6817928305074292,1.4953487812212205,2006.0,2006,216729.317948718,180259.57544224765,212076.3323943662,201362.6993670886,32.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,208313.9862068965,231865.73591549296,428.0,184477.71495877503,0,5.689712480651134,6.198285684332168,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.206667428541379,0,0,2,0,2,1,325699.4333333333,183480.255506608,1,226874.8104838709,202696.47478260868,2006.0,204562.85409252672,2,187301.235763098,186411.6782122905,120.0,33.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.8612097182041991,2007,173778.14185228606,265900
1093,20,191219.46744791663,2.9027831081871,9.801677866355515,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,148104.59731543626,141937.92727272728,181190.67801857585,186037.23464373464,178015.57407407407,1.4953487812212205,1.6817928305074292,1965.0,1998,216729.317948718,180259.57544224765,151124.32413793102,201362.6993670886,166.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,196533.9333333333,231865.73591549296,661.0,184477.71495877503,0,3.774626716481381,5.421612021659068,182096.16666666663,155937.13664596275,186966.7281767956,186559.38169642852,0.0,0,5.885661912765424,1,0,1,1,1,1,212431.68905472642,183480.255506608,0,142483.43254817987,136812.6679245283,1977.0,143573.32425742573,2,187301.235763098,186411.6782122905,0.0,64.0,0,0,0,0,149137.7358490566,181830.58785942488,0,1.7782794100389228,2006,173778.14185228606,146000
715,20,191219.46744791663,2.971827866200841,10.034817736331481,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,189225.58823529413,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.565084580073287,1.4953487812212205,1974.0,1974,216729.317948718,180259.57544224765,159823.78523489932,201362.6993670886,174.0,146471.11202635913,184761.9463243874,151961.42344497607,203013.7451923077,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,5.711305705405742,5.711305705405742,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,6.06154651402987,0,0,2,0,3,1,141800.96090534976,183480.255506608,1,205639.79047619048,202696.47478260868,1974.0,204562.85409252672,2,187301.235763098,186411.6782122905,0.0,0.0,0,0,0,0,149137.7358490566,181830.58785942488,0,1.6817928305074292,2009,173778.14185228606,165000
39,90,191219.46744791663,2.8394115144336776,8.815749367518439,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,130500.93333333332,185039.5707491082,181190.67801857585,132696.5294117647,178015.57407407407,1.4142135623730951,1.4953487812212205,1955.0,1955,171923.2621870883,180259.57544224765,193783.81451612906,157185.94086021505,0.0,146471.11202635913,184761.9463243874,222463.08755760366,104846.68,104846.68,104846.68,104846.68,0.0,104846.68,0,0.0,0.0,182096.16666666663,142530.16370106762,107657.98630136986,111066.80769230767,0.0,0,5.825901260487881,0,0,2,0,2,2,106971.66666666669,183480.255506608,0,142483.43254817987,100295.28301886794,2020.0,100295.28301886794,0,100295.28301886794,116039.03225806453,0.0,0.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2008,173778.14185228606,82000
542,20,191219.46744791663,2.971827866200841,10.034817736331481,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,178819.05726872245,179568.78741865512,189225.58823529413,188825.4375,181190.67801857585,186037.23464373464,178015.57407407407,1.626576561697786,1.4953487812212205,1998.0,1999,216729.317948718,180259.57544224765,212076.3323943662,157185.94086021505,0.0,230358.9235474006,184761.9463243874,222463.08755760366,315776.0975609756,184416.5011441648,166000.2738654147,150640.38461538462,144.0,184156.25,1127,4.412246857773462,6.373397212098098,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,0.0,0,6.402171745887358,1,0,2,0,3,1,212431.68905472642,155738.88888888888,1,205639.79047619048,202696.47478260868,1998.0,234427.02916666676,2,187301.235763098,186411.6782122905,78.0,73.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2009,173778.14185228606,213250
242,50,127539.625,2.8173132472612576,8.408964152537145,181064.89435897442,166452.7032786885,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,132457.9125,185039.5707491082,181190.67801857585,186037.23464373464,143308.78787878787,1.4953487812212205,1.4142135623730951,1900.0,1950,171923.2621870883,180259.57544224765,144906.38129496406,157185.94086021505,0.0,146471.11202635913,184761.9463243874,136109.71,142223.52927400472,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,4.82057051366791,4.82057051366791,182096.16666666663,155937.13664596275,107657.98630136986,125338.91071428572,551.0,0,6.160140576482045,0,0,1,0,3,1,141800.96090534976,183480.255506608,0,142483.43254817987,202696.47478260868,1940.0,143573.32425742573,1,125502.71875,186411.6782122905,0.0,0.0,77,0,0,0,187826.30495552733,181830.58785942488,0,1.4142135623730951,2006,173778.14185228606,79000
136,20,191219.46744791663,2.892507608519078,10.087592400524596,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,173068.19576719578,179568.78741865512,148104.59731543626,185039.5707491082,181190.67801857585,186037.23464373464,178015.57407407407,1.4953487812212205,1.4953487812212205,1967.0,1967,171923.2621870883,180259.57544224765,151124.32413793102,201362.6993670886,196.0,146471.11202635913,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,149709.31372549018,695.0,184477.71495877503,0,4.773004452102369,5.902753830236248,182096.16666666663,142530.16370106762,186966.7281767956,186559.38169642852,0.0,0,5.902753830236248,0,0,2,0,3,1,141800.96090534976,183480.255506608,1,164561.36363636365,202696.47478260868,1967.0,204562.85409252672,1,187301.235763098,186411.6782122905,0.0,111.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.626576561697786,2007,173778.14185228606,143000
714,60,191219.46744791663,2.892507608519078,10.782515185340733,181064.89435897442,201999.27272727274,179770.30847457628,181091.52712384853,223246.9014084507,179568.78741865512,182502.6222826087,137711.11111111112,181190.67801857585,186037.23464373464,205302.8151815181,1.565084580073287,1.6817928305074292,1976.0,2005,171923.2621870883,180259.57544224765,159823.78523489932,201362.6993670886,289.0,230358.9235474006,184761.9463243874,151961.42344497607,142223.52927400472,184416.5011441648,166000.2738654147,231865.73591549296,533.0,184477.71495877503,0,3.7224194364083982,5.189009928268833,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,754.0,0,6.2014328220225705,0,0,2,1,3,1,212431.68905472642,183480.255506608,0,142483.43254817987,202696.47478260868,1976.0,204562.85409252672,2,187301.235763098,186411.6782122905,0.0,44.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.3160740129524924,2010,173778.14185228606,130500
737,60,191219.46744791663,2.9129506302439405,10.113792899638463,181064.89435897442,201999.27272727274,256244.8620689655,181091.52712384853,223246.9014084507,179568.78741865512,199134.64,185039.5707491082,181190.67801857585,186037.23464373464,205302.8151815181,1.6817928305074292,1.4953487812212205,2005.0,2005,171923.2621870883,180259.57544224765,212076.3323943662,157185.94086021505,0.0,230358.9235474006,184761.9463243874,222463.08755760366,203013.7451923077,184416.5011441648,166000.2738654147,172998.59363957596,0.0,184477.71495877503,0,5.466544209550296,5.466544209550296,182096.16666666663,214933.6586345381,186966.7281767956,186559.38169642852,900.0,0,6.5144600964198025,0,0,2,1,3,1,212431.68905472642,183480.255506608,1,226874.8104838709,202696.47478260868,2005.0,234427.02916666676,3,187301.235763098,186411.6782122905,0.0,116.0,0,0,0,0,187826.30495552733,181830.58785942488,0,1.565084580073287,2006,173778.14185228606,239900
