,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
987,20,3,83.0,10159.0,1,1,1,1,2,0,8,3,1,4,5,9,5,2009.0,2010,4,0,5,5,4,450.0,3,4,5,4,3,3,6,1646.0,5,0,284.0,1930.0,5,4,1,2,1940.0,0.0,0,1940.0,1,0,2,1,3,1,3,8,6,1,4,5,2010.0,3,3,606.0,3,5,2,168.0,95.0,0,0,0,0,4,2,0,4,2010,7,5,395192
110,50,3,75.0,9525.0,1,0,1,1,2,0,0,3,1,4,2,6,4,1954.0,1972,2,0,0,0,1,0.0,1,4,2,2,2,1,3,444.0,5,0,550.0,994.0,5,3,1,2,1216.0,639.0,0,1855.0,0,0,2,0,4,1,1,7,6,0,1,5,1954.0,1,1,325.0,3,5,2,182.0,0.0,0,0,0,0,4,2,0,10,2006,5,3,136900
42,85,3,70.0,9180.0,1,1,1,1,4,0,3,3,1,4,1,5,7,1983.0,1983,2,0,2,2,1,0.0,1,4,2,3,3,3,4,747.0,2,93,0.0,840.0,5,3,1,2,884.0,0.0,0,884.0,1,0,1,0,2,1,2,5,6,0,1,5,1983.0,2,2,504.0,3,4,2,240.0,0.0,0,0,0,0,2,2,0,12,2007,5,3,144000
1236,160,3,36.0,2628.0,1,0,1,1,2,0,8,3,1,2,6,7,5,2003.0,2003,2,0,5,4,4,106.0,2,4,5,3,3,1,5,0.0,5,0,764.0,764.0,5,4,1,2,764.0,862.0,0,1626.0,0,0,2,1,2,1,2,6,6,0,1,6,2003.0,2,2,474.0,3,5,2,0.0,27.0,0,0,0,0,4,2,0,6,2010,5,3,175500
204,50,1,50.0,3500.0,1,0,1,1,2,0,1,3,1,4,2,5,7,1947.0,1950,2,0,4,4,1,0.0,1,4,2,2,3,1,2,312.0,5,0,408.0,720.0,5,2,1,2,720.0,564.0,0,1284.0,0,0,1,1,2,1,1,5,6,0,1,2,1948.0,1,1,240.0,3,5,2,0.0,35.0,0,0,0,0,0,2,0,4,2009,5,3,110000
983,60,3,70.0,11250.0,1,0,1,1,0,0,6,3,1,4,6,8,5,2002.0,2002,2,0,4,4,1,0.0,2,4,5,3,3,2,5,0.0,5,0,1128.0,1128.0,5,4,1,2,1149.0,1141.0,0,2290.0,0,0,2,1,4,1,2,9,6,1,4,5,2002.0,1,2,779.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,5,2008,5,3,255900
52,90,1,110.0,8472.0,0,3,0,1,0,1,3,4,1,1,5,5,5,1963.0,1963,2,0,0,0,1,0.0,0,4,2,3,3,4,2,104.0,4,712,0.0,816.0,5,2,0,2,816.0,0.0,0,816.0,1,0,1,0,2,1,1,5,6,0,1,1,1963.0,1,2,516.0,3,5,2,106.0,0.0,0,0,0,0,4,2,0,5,2010,5,3,110000
545,50,3,70.0,13837.0,1,1,1,1,0,0,4,3,1,4,2,7,5,1988.0,1988,2,0,2,2,2,178.0,2,3,5,3,4,1,6,1002.0,2,202,0.0,1204.0,5,3,1,2,1377.0,806.0,0,2183.0,0,0,2,1,4,1,2,9,6,0,1,5,1988.0,1,3,786.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,2,2006,5,3,229000
945,50,1,98.0,8820.0,1,0,1,1,0,0,1,3,1,4,2,5,6,1890.0,1996,4,0,5,5,1,0.0,1,4,1,2,3,1,2,1088.0,5,0,0.0,1088.0,5,2,1,2,1188.0,561.0,120,1869.0,0,0,1,0,2,1,1,7,6,0,1,2,1963.0,1,2,456.0,3,5,2,48.0,0.0,244,0,0,0,0,2,0,9,2009,5,3,124900
852,75,3,53.0,7128.0,1,0,1,1,2,0,3,3,1,4,3,7,5,1941.0,1950,2,0,1,1,1,0.0,1,3,2,2,3,1,3,364.0,5,0,554.0,918.0,5,3,1,2,918.0,728.0,0,1646.0,0,0,2,0,4,1,1,7,6,2,4,2,1941.0,1,1,240.0,3,5,2,0.0,0.0,0,0,126,0,2,2,0,8,2007,5,3,164000
1413,20,3,88.0,10994.0,1,1,1,1,0,0,3,3,1,4,5,8,5,2005.0,2006,2,0,5,5,4,366.0,2,4,5,3,4,1,6,976.0,5,0,868.0,1844.0,5,4,1,2,1844.0,0.0,0,1844.0,1,0,2,0,2,1,2,7,6,1,4,5,2005.0,3,2,620.0,3,5,2,165.0,44.0,0,0,0,0,4,2,0,9,2009,2,1,257000
1375,20,3,89.0,10991.0,1,1,3,1,2,0,3,3,1,4,5,8,5,2007.0,2007,2,0,5,5,2,80.0,2,4,5,3,3,4,5,0.0,5,0,1571.0,1571.0,5,4,1,2,1571.0,0.0,0,1571.0,0,0,2,0,3,1,2,7,6,1,4,5,2007.0,3,3,722.0,3,5,2,100.0,36.0,0,0,0,0,4,2,0,12,2007,7,5,239000
183,50,1,63.0,11426.0,1,0,1,1,2,0,1,3,1,4,2,7,5,2003.0,2003,2,0,5,5,1,0.0,1,4,5,3,3,1,5,0.0,5,0,1362.0,1362.0,5,4,1,2,1362.0,720.0,0,2082.0,0,0,2,1,3,1,2,6,5,0,1,2,2003.0,1,2,484.0,3,5,0,280.0,238.0,0,0,0,0,4,2,0,6,2008,5,3,200000
137,90,3,82.0,11070.0,1,0,1,1,2,0,3,3,1,1,5,7,5,1988.0,1989,2,0,5,5,2,70.0,1,4,2,2,3,1,5,0.0,5,0,1907.0,1907.0,5,3,1,2,1959.0,0.0,0,1959.0,0,0,3,0,5,2,1,9,6,0,1,3,1989.0,1,3,766.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,7,2006,5,2,171000
926,60,3,93.0,11999.0,1,0,1,1,2,0,8,3,1,4,6,8,5,2003.0,2004,4,0,5,5,2,340.0,2,4,5,3,3,1,5,0.0,5,0,1181.0,1181.0,5,4,1,2,1234.0,1140.0,0,2374.0,0,0,2,1,4,1,3,10,6,1,4,6,2003.0,3,3,656.0,3,5,2,104.0,100.0,0,0,0,0,4,2,0,5,2007,5,3,285000
80,60,3,100.0,13000.0,1,0,1,1,0,0,2,3,1,4,6,6,6,1968.0,1968,2,0,5,5,2,576.0,1,3,2,3,3,1,3,448.0,5,0,448.0,896.0,5,2,1,2,1182.0,960.0,0,2142.0,0,0,2,1,4,1,2,8,6,1,4,5,1968.0,3,1,509.0,3,5,2,0.0,72.0,0,0,252,0,4,2,0,6,2009,5,3,193500
1364,160,4,30.0,3180.0,1,0,1,1,2,0,7,3,1,3,6,7,5,2005.0,2005,2,0,1,1,1,0.0,2,4,5,3,3,1,5,0.0,5,0,600.0,600.0,5,4,1,2,520.0,600.0,80,1200.0,0,0,2,1,2,1,2,4,6,0,1,2,2005.0,2,2,480.0,3,5,2,0.0,166.0,0,0,0,0,4,2,0,4,2006,5,1,144152
105,60,4,75.0,9375.0,1,0,1,1,2,0,7,3,1,4,6,8,5,2003.0,2004,4,0,5,5,2,768.0,2,4,5,4,3,1,5,0.0,5,0,1053.0,1053.0,5,4,1,2,1053.0,939.0,0,1992.0,0,0,2,1,3,1,2,9,6,1,4,5,2003.0,2,2,648.0,3,5,2,140.0,45.0,0,0,0,0,4,2,0,8,2008,5,3,250000
541,60,3,70.0,11000.0,1,0,1,1,1,0,3,3,1,4,6,8,5,2000.0,2000,2,0,5,5,2,72.0,2,4,5,3,3,1,5,0.0,5,0,969.0,969.0,5,4,1,2,997.0,1288.0,0,2285.0,0,0,2,1,4,1,2,8,6,1,3,6,2000.0,3,3,648.0,3,5,2,0.0,56.0,0,0,0,0,4,2,0,6,2007,5,3,248000
706,20,3,70.0,23830.5,1,3,2,1,4,2,3,3,1,4,5,7,5,1971.0,2002,2,0,3,3,4,351.0,1,4,2,3,3,4,6,1219.0,5,0,424.0,1643.0,5,2,1,2,1824.0,0.0,0,1824.0,1,0,2,0,2,1,2,5,6,2,3,5,1971.0,1,2,739.0,3,5,2,380.0,48.0,0,0,0,0,4,2,0,6,2007,5,3,302000
480,20,3,98.0,16033.0,1,1,1,1,1,0,8,3,1,4,5,9,5,2004.0,2005,4,0,5,5,2,378.0,2,4,5,4,3,4,6,1261.0,5,0,572.0,1833.0,5,4,1,2,1850.0,0.0,0,1850.0,1,0,2,0,3,1,2,8,6,1,4,5,2004.0,3,3,772.0,3,5,2,519.0,112.0,0,0,0,0,4,2,0,3,2006,5,3,326000
165,190,3,62.0,10106.0,1,0,1,1,2,0,0,3,1,0,2,5,7,1940.0,1999,2,0,0,0,1,0.0,1,3,1,2,3,1,4,351.0,3,181,112.0,644.0,5,3,1,2,808.0,547.0,0,1355.0,1,0,2,0,4,2,1,6,6,0,1,0,2020.0,0,0,0.0,0,0,2,140.0,0.0,0,0,0,0,4,2,0,9,2008,5,3,127500
248,60,3,72.0,11317.0,1,0,1,1,2,0,6,3,1,4,6,7,5,2003.0,2003,2,0,5,5,2,101.0,2,4,5,3,3,1,5,0.0,5,0,840.0,840.0,5,4,1,2,840.0,828.0,0,1668.0,0,0,2,1,3,1,2,8,6,0,1,5,2003.0,2,2,500.0,3,5,2,144.0,68.0,0,0,0,0,4,2,0,9,2007,5,3,180000
307,50,1,70.0,7920.0,1,1,1,1,2,0,3,0,1,4,2,6,7,1920.0,1950,2,0,1,1,1,0.0,1,1,2,2,3,1,5,0.0,5,0,319.0,319.0,5,2,1,1,1035.0,371.0,0,1406.0,0,0,1,0,3,1,0,6,6,0,1,0,2020.0,0,0,0.0,0,0,0,0.0,144.0,0,0,0,0,2,2,0,3,2008,5,3,89500
446,20,3,137.0,16492.0,1,1,1,1,0,0,2,7,1,4,5,6,6,1966.0,2002,2,0,4,3,1,0.0,2,4,2,2,3,1,4,247.0,3,713,557.0,1517.0,5,4,1,2,1888.0,0.0,0,1888.0,0,0,2,1,2,1,2,6,5,1,4,5,1966.0,3,2,578.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,6,2010,5,3,190000
712,120,3,40.0,4671.0,1,1,3,1,2,0,3,3,1,3,5,8,5,1988.0,1989,2,0,2,2,1,0.0,2,4,5,3,3,2,6,767.0,5,0,461.0,1228.0,5,3,1,2,1228.0,0.0,0,1228.0,1,0,2,0,2,1,2,5,6,1,4,5,1988.0,3,2,472.0,3,5,2,168.0,120.0,0,0,0,0,4,2,0,10,2008,5,3,189000
334,60,3,59.0,9042.0,1,1,1,1,2,0,5,3,1,4,6,6,5,1998.0,1998,2,0,5,5,1,0.0,1,4,5,3,3,4,6,828.0,5,0,115.0,943.0,5,3,1,2,943.0,695.0,0,1638.0,1,0,2,1,3,1,1,7,6,2,3,5,1998.0,3,2,472.0,3,5,2,100.0,38.0,0,0,0,0,4,2,0,7,2008,5,3,192000
97,20,3,73.0,10921.0,1,0,3,1,2,0,0,3,1,4,5,4,5,1965.0,1965,4,0,2,2,2,48.0,1,4,2,2,3,1,3,520.0,5,0,440.0,960.0,5,2,1,0,960.0,0.0,0,960.0,1,0,1,0,3,1,1,6,6,0,1,5,1965.0,3,1,432.0,3,5,1,120.0,0.0,0,0,0,0,4,2,0,5,2007,5,3,94750
724,20,3,86.0,13286.0,1,1,1,1,2,0,0,3,1,4,5,9,5,2007.0,2008,4,0,4,4,4,340.0,3,4,5,4,3,1,6,1234.0,5,0,464.0,1698.0,5,4,1,2,1698.0,0.0,0,1698.0,1,0,2,0,3,1,3,8,6,1,4,5,2007.0,3,3,768.0,3,5,2,327.0,64.0,0,0,0,0,4,2,0,2,2009,5,3,320000
905,20,3,80.0,9920.0,1,0,1,1,2,0,2,3,1,4,5,5,5,1954.0,1954,2,0,2,2,4,110.0,1,4,2,2,3,1,3,354.0,2,290,412.0,1056.0,5,2,1,2,1063.0,0.0,0,1063.0,1,0,1,0,3,1,1,6,6,0,1,5,1954.0,2,1,280.0,3,5,2,0.0,0.0,164,0,0,0,2,2,0,2,2010,5,3,128000
899,20,3,65.0,6993.0,1,0,1,1,2,0,3,2,1,4,5,5,7,1961.0,1994,2,0,2,3,1,0.0,1,4,2,2,3,1,1,465.0,5,0,447.0,912.0,5,2,1,2,1236.0,0.0,0,1236.0,0,0,1,0,3,1,1,6,6,1,3,5,1961.0,1,1,288.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,6,2006,5,3,135000
102,90,3,64.0,7018.0,1,0,0,1,2,0,3,3,1,1,5,5,5,1979.0,1979,2,0,2,2,1,0.0,1,1,0,0,1,0,0,0.0,0,0,0.0,0.0,5,2,1,2,1535.0,0.0,0,1535.0,0,0,2,0,4,2,1,8,6,0,1,5,1979.0,1,2,410.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,6,2009,5,4,118964
434,180,1,21.0,1890.0,1,0,1,1,2,0,3,3,1,2,1,4,7,1972.0,1972,2,0,4,4,1,0.0,1,3,2,3,3,3,4,495.0,5,0,135.0,630.0,5,3,1,2,630.0,0.0,0,630.0,1,0,1,0,1,1,1,3,6,0,1,0,2020.0,0,0,0.0,0,0,2,88.0,0.0,0,0,0,0,4,2,0,6,2008,5,3,81000
1007,160,1,21.0,2217.0,1,0,1,1,2,0,3,3,1,3,6,4,4,1970.0,1970,2,0,4,4,1,0.0,1,4,2,2,3,1,1,273.0,2,273,0.0,546.0,5,2,1,2,546.0,546.0,0,1092.0,0,0,1,1,3,1,1,6,6,0,1,5,1970.0,2,1,286.0,3,5,2,238.0,0.0,0,0,0,0,4,2,0,8,2009,5,3,88000
1305,20,3,108.0,13173.0,1,1,1,1,0,0,8,3,1,4,5,9,5,2006.0,2007,4,0,5,5,4,300.0,2,4,5,4,3,1,6,1572.0,5,0,80.0,1652.0,5,4,1,2,1652.0,0.0,0,1652.0,1,0,2,0,2,1,3,6,6,2,5,5,2006.0,3,2,840.0,3,5,2,404.0,102.0,0,0,0,0,4,2,0,11,2009,5,3,325000
834,20,3,75.0,7875.0,1,0,1,1,2,0,2,3,1,4,5,5,6,1961.0,1961,2,0,5,5,2,136.0,1,4,2,2,3,1,3,572.0,5,0,572.0,1144.0,5,3,1,2,1144.0,0.0,0,1144.0,1,0,1,0,3,1,1,6,6,0,1,5,1961.0,1,2,456.0,3,5,2,0.0,0.0,0,0,0,0,1,2,0,9,2008,5,3,139950
1324,20,3,75.0,9986.0,1,0,1,1,2,0,7,3,1,4,5,8,5,2006.0,2007,2,0,5,5,2,428.0,2,4,5,4,3,3,5,0.0,5,0,1795.0,1795.0,5,4,1,2,1795.0,0.0,0,1795.0,0,0,2,0,2,1,2,7,6,1,4,5,2007.0,2,3,895.0,3,5,2,0.0,49.0,0,0,0,0,4,2,0,2,2007,7,5,147000
302,20,3,118.0,13704.0,1,1,1,1,0,0,6,3,1,4,5,7,5,2001.0,2002,2,0,5,5,2,150.0,2,4,5,3,3,1,5,0.0,5,0,1541.0,1541.0,5,4,1,2,1541.0,0.0,0,1541.0,0,0,2,0,3,1,2,6,6,1,3,5,2001.0,2,3,843.0,3,5,2,468.0,81.0,0,0,0,0,4,2,0,1,2006,5,3,205000
1229,80,3,70.0,7910.0,1,0,1,1,2,0,2,3,1,4,4,5,5,1960.0,1960,4,0,4,2,1,0.0,1,4,2,2,3,1,4,666.0,5,0,409.0,1075.0,5,3,1,2,1507.0,0.0,0,1507.0,0,0,2,0,4,1,1,7,4,0,1,4,1960.0,1,1,404.0,3,5,2,0.0,0.0,0,0,0,0,1,2,0,8,2008,5,3,127000
1191,160,4,24.0,2645.0,1,0,1,1,2,0,7,3,1,2,6,8,5,1999.0,2000,2,0,1,1,2,456.0,2,4,5,3,3,1,5,0.0,5,0,776.0,776.0,5,4,1,2,764.0,677.0,0,1441.0,0,0,2,1,2,1,2,5,6,0,1,2,1999.0,1,2,492.0,3,5,2,206.0,0.0,0,0,0,0,4,2,0,11,2007,5,3,174000
388,20,3,93.0,9382.0,1,1,1,1,4,0,6,3,1,4,5,7,5,1999.0,2000,2,0,5,5,2,125.0,2,4,5,3,3,1,5,0.0,5,0,1468.0,1468.0,5,4,1,2,1479.0,0.0,0,1479.0,0,0,2,0,3,1,2,6,6,0,1,5,1999.0,2,2,577.0,3,5,2,120.0,25.0,0,0,0,0,4,2,0,7,2008,5,3,191000
235,160,1,21.0,1680.0,1,0,1,1,2,0,3,3,1,3,6,6,3,1971.0,1971,2,0,2,2,2,604.0,1,4,2,2,3,1,4,358.0,5,0,125.0,483.0,5,2,1,2,483.0,504.0,0,987.0,0,0,1,1,2,1,1,5,6,0,1,2,1971.0,1,1,264.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,8,2008,5,3,89500
1212,30,3,50.0,9340.0,1,0,1,1,2,0,0,3,1,4,5,4,6,1941.0,1950,4,0,1,1,1,0.0,1,4,2,2,3,1,3,344.0,5,0,328.0,672.0,5,2,1,2,672.0,0.0,0,672.0,1,0,1,0,2,1,1,4,6,0,1,5,1941.0,1,1,234.0,3,5,0,0.0,113.0,0,0,0,0,4,2,0,8,2009,5,3,113000
267,75,3,60.0,8400.0,1,0,0,1,2,1,3,3,1,4,7,5,8,1939.0,1997,2,0,0,0,1,0.0,1,4,5,2,3,1,2,378.0,5,0,342.0,720.0,5,4,1,2,1052.0,720.0,420,2192.0,0,0,2,1,4,1,2,8,6,1,4,2,1939.0,1,1,240.0,3,5,2,262.0,24.0,0,0,0,0,4,2,0,7,2008,5,3,179500
305,20,3,80.0,10386.0,1,0,1,1,2,0,6,3,1,4,5,8,5,2004.0,2005,2,0,4,4,4,246.0,2,4,5,3,3,1,6,1464.0,5,0,536.0,2000.0,5,4,1,2,2000.0,0.0,0,2000.0,1,0,2,0,3,1,2,8,6,0,1,5,2004.0,3,3,888.0,3,5,2,168.0,0.0,0,0,0,0,4,2,0,7,2007,5,3,305900
117,20,3,74.0,8536.0,1,0,1,1,0,0,0,3,1,4,5,5,5,2006.0,2007,2,0,5,5,1,0.0,1,4,5,3,3,1,5,0.0,5,0,1125.0,1125.0,5,3,1,2,1125.0,0.0,0,1125.0,0,0,1,1,2,1,1,5,6,0,1,5,2007.0,1,2,430.0,3,5,2,80.0,64.0,0,0,0,0,4,2,0,4,2007,7,5,155000
1179,20,3,77.0,8335.0,1,0,1,1,0,0,0,3,1,4,5,5,5,1954.0,1954,2,0,0,0,1,0.0,1,4,0,0,1,0,0,0.0,0,0,0.0,0.0,5,3,1,2,1124.0,0.0,0,1124.0,0,0,1,0,3,1,1,5,2,1,4,0,2020.0,0,0,0.0,0,0,0,0.0,36.0,190,0,0,0,4,2,0,4,2006,5,3,93000
673,20,3,110.0,14442.0,1,0,1,1,2,0,3,3,1,4,5,6,7,1957.0,2004,4,0,4,4,2,106.0,1,4,5,2,3,1,6,1186.0,5,0,291.0,1477.0,5,4,1,2,1839.0,0.0,0,1839.0,1,0,2,0,3,1,2,7,6,2,3,5,1957.0,3,2,416.0,3,5,2,0.0,87.0,0,0,200,0,4,2,0,6,2007,5,3,257500
249,50,3,70.0,23830.5,1,3,2,1,4,2,3,3,1,4,2,6,7,1958.0,2006,2,0,0,2,0,472.0,2,4,2,3,3,4,3,697.0,5,0,747.0,1444.0,5,3,1,2,1444.0,700.0,0,2144.0,0,1,2,0,4,1,2,7,6,2,3,5,1958.0,3,2,389.0,3,5,2,0.0,98.0,0,0,0,0,4,1,500,6,2007,5,3,277000
1065,60,3,80.0,14000.0,1,0,1,1,2,1,3,3,1,4,6,7,5,1996.0,1997,2,0,0,0,1,0.0,2,4,5,4,3,4,6,1201.0,5,0,105.0,1306.0,5,4,1,2,1306.0,954.0,0,2260.0,1,0,2,1,3,1,2,7,6,0,1,5,1996.0,2,2,533.0,3,5,2,296.0,44.0,0,0,0,0,4,2,0,4,2010,5,3,328000
1052,60,3,100.0,9500.0,1,0,1,1,0,0,2,0,1,4,6,6,6,1964.0,1978,2,0,5,5,0,272.0,1,4,2,2,3,1,3,442.0,5,0,374.0,816.0,5,2,1,2,1127.0,850.0,0,1977.0,0,1,1,1,4,1,1,9,6,1,3,5,1964.0,2,2,540.0,3,5,2,0.0,52.0,0,0,0,0,3,2,0,6,2007,5,3,165000
71,20,3,69.0,7599.0,1,0,1,1,0,0,3,3,1,4,5,4,6,1982.0,2006,2,0,2,3,1,0.0,1,4,2,2,3,1,4,565.0,5,0,280.0,845.0,5,2,1,2,845.0,0.0,0,845.0,1,0,1,0,2,1,1,4,6,0,1,2,1987.0,1,2,360.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,6,2007,5,3,129500
94,60,3,69.0,9337.0,1,1,1,1,2,0,6,3,1,4,6,6,5,1997.0,1997,2,0,5,5,1,0.0,1,3,5,3,3,1,6,648.0,5,0,176.0,824.0,5,4,1,2,905.0,881.0,0,1786.0,1,0,2,1,3,1,2,7,6,0,1,5,1997.0,2,2,684.0,3,5,2,0.0,162.0,0,0,0,0,4,2,0,5,2007,5,3,204750
1440,70,3,79.0,11526.0,1,1,0,1,2,1,3,3,1,4,7,6,7,1922.0,1994,2,0,1,1,1,0.0,1,4,1,4,3,1,5,0.0,5,0,588.0,588.0,5,1,1,2,1423.0,748.0,384,2555.0,0,0,2,0,3,1,1,11,3,1,4,2,1993.0,3,2,672.0,3,5,2,431.0,0.0,0,0,0,0,4,2,0,9,2008,5,3,191000
33,20,3,70.0,10552.0,1,1,1,1,2,0,2,3,1,4,5,5,5,1959.0,1959,4,0,4,4,1,0.0,1,4,2,2,3,1,3,1018.0,5,0,380.0,1398.0,5,3,1,2,1700.0,0.0,0,1700.0,0,1,1,1,4,1,2,6,6,1,4,5,1959.0,2,2,447.0,3,5,2,0.0,38.0,0,0,0,0,4,2,0,4,2010,5,3,165500
1167,60,3,58.0,10852.0,1,1,1,1,2,0,5,6,1,4,6,6,5,2000.0,2000,2,0,5,5,1,0.0,1,4,5,3,3,1,6,786.0,5,0,173.0,959.0,5,4,1,2,959.0,712.0,0,1671.0,1,0,2,1,3,1,1,7,6,1,3,5,2000.0,3,2,472.0,3,5,2,0.0,38.0,0,0,0,0,4,2,0,2,2006,5,3,173000
448,50,1,50.0,8600.0,1,0,0,1,2,0,3,3,1,4,2,6,6,1937.0,1950,2,0,1,1,1,0.0,1,4,1,2,3,1,5,0.0,5,0,780.0,780.0,5,2,1,2,780.0,596.0,0,1376.0,0,0,2,0,3,1,1,7,6,1,4,2,1937.0,1,1,198.0,3,5,0,0.0,0.0,0,0,0,0,4,2,0,6,2006,5,3,119500
445,20,3,73.0,9855.0,1,0,1,1,0,0,0,3,1,4,5,6,5,1956.0,1956,4,0,0,0,1,0.0,1,4,2,2,3,1,5,0.0,5,0,1436.0,1436.0,5,1,1,2,1689.0,0.0,0,1689.0,0,0,1,0,3,1,1,7,6,1,4,5,1956.0,1,2,480.0,3,5,2,0.0,0.0,0,0,0,0,2,2,0,11,2009,2,3,127500
716,70,1,60.0,10800.0,1,0,0,1,2,0,1,3,1,4,6,7,8,1890.0,1998,2,0,0,5,1,0.0,1,3,1,2,3,1,5,0.0,5,0,718.0,718.0,5,4,1,2,1576.0,978.0,0,2554.0,0,0,1,1,3,1,1,8,6,0,1,2,1996.0,1,2,704.0,3,5,1,0.0,48.0,143,0,0,0,4,2,0,7,2007,5,3,159500
844,50,1,100.0,12665.0,1,1,1,1,2,0,1,0,1,4,2,5,8,1915.0,1950,2,0,0,0,1,0.0,1,4,1,2,3,2,5,0.0,5,0,876.0,876.0,5,3,1,2,876.0,540.0,0,1416.0,0,0,1,1,4,1,1,7,6,1,4,2,1949.0,1,3,720.0,3,5,2,418.0,0.0,194,0,0,0,4,2,0,6,2008,5,3,153900
1112,20,3,73.0,7100.0,1,1,1,1,0,0,2,3,1,4,5,5,7,1957.0,1957,2,0,4,4,1,0.0,1,4,2,2,3,1,6,708.0,5,0,108.0,816.0,5,2,1,1,816.0,0.0,0,816.0,1,0,1,0,2,1,1,5,6,0,1,2,1957.0,1,1,308.0,3,5,2,0.0,0.0,0,0,0,0,4,2,0,7,2006,5,3,129900
858,20,3,80.0,10400.0,1,0,1,1,2,0,4,3,1,4,5,7,5,1976.0,1976,2,0,2,2,2,189.0,1,4,2,3,3,1,5,0.0,5,0,1090.0,1090.0,5,2,1,2,1370.0,0.0,0,1370.0,0,0,2,0,3,1,1,6,6,1,3,5,1976.0,2,2,479.0,3,5,2,0.0,0.0,0,0,0,0,2,2,0,6,2009,5,2,152000
997,20,3,70.0,11717.0,1,1,1,1,2,0,4,7,1,4,5,6,6,1970.0,1970,4,0,2,2,2,571.0,1,4,2,2,3,1,5,0.0,5,0,1442.0,1442.0,5,2,1,2,1442.0,0.0,0,1442.0,0,0,2,0,2,1,1,6,6,1,3,5,1970.0,2,2,615.0,3,5,2,371.0,0.0,0,0,0,0,4,2,0,2,2009,5,3,185000
77,50,1,50.0,8635.0,1,0,1,1,2,0,3,3,1,4,2,5,5,1948.0,2001,2,0,0,0,1,0.0,1,4,2,2,3,1,1,336.0,4,41,295.0,672.0,5,2,1,2,1072.0,213.0,0,1285.0,1,0,1,0,2,1,1,6,3,0,1,2,1948.0,1,1,240.0,3,5,2,0.0,0.0,0,0,0,0,2,2,0,1,2008,5,3,127000
84,80,3,70.0,8530.0,1,1,1,1,2,0,5,3,1,4,4,7,5,1995.0,1996,2,0,2,2,2,22.0,1,4,5,3,3,1,5,0.0,5,0,384.0,384.0,5,3,1,2,804.0,670.0,0,1474.0,0,0,2,1,3,1,1,7,6,1,3,6,1995.0,3,2,400.0,3,5,2,120.0,72.0,0,0,0,0,4,1,700,5,2009,5,3,168500
792,60,3,92.0,9920.0,1,1,1,1,4,0,3,3,1,4,6,7,5,1996.0,1997,2,0,1,1,1,0.0,2,4,5,3,3,3,6,862.0,5,0,255.0,1117.0,5,4,1,2,1127.0,886.0,0,2013.0,1,0,2,1,3,1,1,8,6,1,3,5,1997.0,1,2,455.0,3,5,2,180.0,130.0,0,0,0,0,4,2,0,6,2007,5,3,269790
82,20,3,78.0,10206.0,1,0,1,1,2,0,7,3,1,4,5,8,5,2007.0,2007,2,0,5,5,4,468.0,1,4,5,3,3,1,6,33.0,5,0,1530.0,1563.0,5,4,1,2,1563.0,0.0,0,1563.0,0,0,2,0,3,1,2,6,6,1,4,5,2007.0,2,3,758.0,3,5,2,144.0,99.0,0,0,0,0,4,2,0,10,2008,5,3,245000
457,20,3,70.0,23830.5,1,1,2,1,4,1,3,3,1,4,5,4,6,1954.0,1994,3,1,3,3,1,0.0,1,4,2,3,3,4,1,1116.0,5,0,248.0,1364.0,5,4,1,2,1663.0,0.0,0,1663.0,1,0,1,0,2,1,2,6,3,2,4,5,1954.0,3,2,529.0,3,5,2,224.0,137.0,0,0,0,0,4,2,0,3,2008,5,3,256000
970,50,3,60.0,10800.0,1,0,1,1,2,0,2,3,1,4,2,4,4,1949.0,1950,2,0,4,4,1,0.0,1,4,2,2,3,1,5,0.0,5,0,720.0,720.0,5,2,0,1,720.0,472.0,0,1192.0,0,0,1,1,4,1,1,6,6,0,1,0,2020.0,0,0,0.0,0,0,2,0.0,0.0,0,0,0,0,4,2,0,12,2006,5,1,135000
